OBJECTID,AQS_Site_ID,FIPS,County,monitor_id,POC,State,City,CBSA,Local_Site_Name,Address,Datum,Latitude,Longitude,LatLon_Accuracy_meters,Elevation_meters_MSL,Monitor_Start_Date,Last_Sample_Date,Active,Measurement_Scale,Measurement_Scale_Definition,Sample_Duration,Sample_Collection_Frequency,Sample_Collection_Method,Sample_Analysis_Method,Method_Reference_ID,FRMFEM,Monitor_Type,Reporting_Agency,Parameter_Name
396,17-001-0007,17001,IL-Adams,170010007,1,Illinois,Quincy,"Quincy, IL-MO",JOHN WOOD COMMUNITY COLLEGE,1301 S. 48TH ST.,WGS84,39.91540937,-91.33586832,15,201,3/15/07,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
397,17-019-0007,17019,IL-Champaign,170190007,1,Illinois,Thomasboro,"Champaign-Urbana, IL",Thomasboro,NORTH THOMAS ST.,WGS84,40.244913,-88.188519,3,5,5/4/11,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
398,17-019-1001,17019,IL-Champaign,170191001,1,Illinois,Bondville,"Champaign-Urbana, IL",ISWS CLIMATE STATION,TWP RD 500 E.,WGS84,40.05278,-88.37251,5,213,4/1/11,8/31/24,Yes,REGIONAL SCALE,50 TO HUNDREDS KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,EPA,USEPA - Clean Air Markets Division,Ozone
399,17-023-0001,17023,IL-Clark,170230001,1,Illinois,,,416 S. State St. Hwy 1- West Union,416 S. STATE ST. HWY 1/ WEST UNION,WGS84,39.21085658,-87.66829728,13,114.8,4/1/01,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Indiana Depart Of Environ Management/Office Of Air Quality,Ozone
400,17-031-0001,17031,IL-Cook,170310001,1,Illinois,Alsip,"Chicago-Naperville-Elgin, IL-IN-WI",VILLAGE GARAGE,4500 W. 123RD ST.,WGS84,41.6709919,-87.7324569,5,188,6/1/88,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
401,17-031-0032,17031,IL-Cook,170310032,1,Illinois,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",SOUTH WATER FILTRATION PLANT,3300 E. CHELTENHAM PL.,WGS84,41.75583241,-87.54534967,10,178,4/1/87,9/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
402,17-031-0076,17031,IL-Cook,170310076,1,Illinois,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",COM ED MAINTENANCE BLDG,7801 LAWNDALE,WGS84,41.75139998,-87.71348815,5,186,1/1/04,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
403,17-031-1003,17031,IL-Cook,170311003,2,Illinois,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",TAFT HS,6545 W. HURLBUT ST.,WGS84,41.98433233,-87.7920017,10,191,1/1/79,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
404,17-031-1601,17031,IL-Cook,170311601,1,Illinois,Lemont,"Chicago-Naperville-Elgin, IL-IN-WI",COOK COUNTY TRAILER,729 HOUSTON,WGS84,41.66812034,-87.99056969,5,226,1/1/83,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
405,17-031-3103,17031,IL-Cook,170313103,2,Illinois,Schiller Park,"Chicago-Naperville-Elgin, IL-IN-WI",IEPA TRAILER,4743 MANNHEIM RD.,WGS84,41.96519348,-87.87626473,10,195,4/1/13,9/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
406,17-031-4002,17031,IL-Cook,170314002,1,Illinois,Cicero,"Chicago-Naperville-Elgin, IL-IN-WI",COOK COUNTY TRAILER,1820 S. 51ST AVE.,WGS84,41.85524313,-87.7524697,10,184,1/1/83,9/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
407,17-031-4007,17031,IL-Cook,170314007,1,Illinois,Des Plaines,"Chicago-Naperville-Elgin, IL-IN-WI",REGIONAL OFFICE BUILDING,9511 W. HARRISON ST,WGS84,42.06028469,-87.86322543,20,192,1/1/02,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
408,17-031-4201,17031,IL-Cook,170314201,1,Illinois,Northbrook,"Chicago-Naperville-Elgin, IL-IN-WI",NORTHBROOK WATER PLANT,750 DUNDEE ROAD,WGS84,42.13999619,-87.79922692,10,198,3/20/97,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
409,17-031-7002,17031,IL-Cook,170317002,1,Illinois,Evanston,"Chicago-Naperville-Elgin, IL-IN-WI",WATER PLANT,531 E. LINCOLN,WGS84,42.062053,-87.675254,10,183,8/1/77,9/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
410,17-043-6001,17043,IL-DuPage,170436001,1,Illinois,Lisle,"Chicago-Naperville-Elgin, IL-IN-WI",MORTON ARBORETUM,RT. 53,WGS84,41.81304939,-88.0728269,10,206,1/1/84,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
411,17-049-1001,17049,IL-Effingham,170491001,2,Illinois,Effingham,"Effingham, IL",CENTRAL JR HIGH,10421 N. US HWY. 45,WGS84,39.06715932,-88.54893401,10,177,1/1/82,9/30/24,Yes,REGIONAL SCALE,50 TO HUNDREDS KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
412,17-065-0002,17065,IL-Hamilton,170650002,1,Illinois,,"Mount Vernon, IL",TEN MILE CREEK DNR OFFICE,STATE ROUTE 14,WGS84,38.08215516,-88.6249434,10,149,4/1/05,9/30/24,Yes,REGIONAL SCALE,50 TO HUNDREDS KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
413,17-083-0117,17083,IL-Jersey,170830117,1,Illinois,Jerseyville,"St. Louis, MO-IL",JERSEYVILLE WATER TREATMENT PLANT (WTP),1320 MAPLE SUMMTT ROAD,NAD83,39.101439,-90.344494,5,193,10/4/17,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
414,17-085-9991,17085,IL-Jo Daviess,170859991,1,Illinois,,,Stockton,"10952 E. Parker Rd, Stockton, IL 61085",WGS84,42.2869,-89.9997,7,274,4/1/11,8/31/24,Yes,REGIONAL SCALE,50 TO HUNDREDS KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,EPA,USEPA - Clean Air Markets Division,Ozone
415,17-089-0005,17089,IL-Kane,170890005,1,Illinois,Elgin,"Chicago-Naperville-Elgin, IL-IN-WI",LARSEN JUNIOR HIGH,665 DUNDEE RD.,WGS84,42.04914776,-88.27302929,10,229,12/1/80,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
416,17-097-1007,17097,IL-Lake,170971007,1,Illinois,Zion,"Chicago-Naperville-Elgin, IL-IN-WI",CAMP LOGAN TRAILER,ILLINOIS BEACH STATE PARK,WGS84,42.465964,-87.809624,10,178,4/14/94,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
417,17-111-0001,17111,IL-McHenry,171110001,1,Illinois,Cary,"Chicago-Naperville-Elgin, IL-IN-WI",CARY GROVE HS,FIRST ST. & THREE OAKS RD.,WGS84,42.22144166,-88.24220734,10,235,6/25/80,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
418,17-113-2003,17113,IL-McLean,171132003,1,Illinois,Normal,"Bloomington, IL",ISU HARRIS PHYSICAL PLANT,MAIN & GREGORY,WGS84,40.51873537,-88.99689571,5,236,3/1/01,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
419,17-115-0013,17115,IL-Macon,171150013,1,Illinois,Decatur,"Decatur, IL",IEPA TRAILER,2200 N. 22ND,WGS84,39.86683389,-88.92559445,20,204,1/1/83,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
420,17-117-0002,17117,IL-Macoupin,171170002,1,Illinois,Nilwood,"St. Louis, MO-IL",IEPA TRAILER,HEATON & DUBOIS,WGS84,39.39607533,-89.80973892,5,201,7/1/81,9/30/24,Yes,REGIONAL SCALE,50 TO HUNDREDS KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
421,17-119-0120,17119,IL-Madison,171190120,1,Illinois,Alton,"St. Louis, MO-IL",ALTON HORACE MANN ELEMENTARY SCHOOL,2708 EDWARDS STREET,NAD83,38.90136154,-90.14630793,10,172,3/1/20,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
422,17-119-0122,17119,IL-Madison,171190122,1,Illinois,Maryville,"St. Louis, MO-IL",VILLAGE OF MARYVILLE,8B SCHIBER COURT,WGS84,38.730263,-89.950053,10,177,5/1/22,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
423,17-119-3007,17119,IL-Madison,171193007,1,Illinois,Wood River,"St. Louis, MO-IL",WATER PLANT,54 N. WALCOTT,WGS84,38.86066947,-90.10585111,10,131,1/1/75,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
424,17-143-0024,17143,IL-Peoria,171430024,1,Illinois,Peoria,"Peoria, IL",FIRESTATION,HURLBURT & MACARTHUR,WGS84,40.68742038,-89.60694277,10,155,1/1/74,9/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
425,17-143-1001,17143,IL-Peoria,171431001,1,Illinois,Peoria Heights,"Peoria, IL",PEORIA HEIGHTS HS,508 E. GLEN AVE.,WGS84,40.74550393,-89.58586902,5,220,5/1/79,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
426,17-157-0001,17157,IL-Randolph,171570001,1,Illinois,,,IEPA TRAILER,HICKORY GROVE & FALLVIEW,WGS84,38.17627761,-89.78845862,10,136,3/30/90,9/30/24,Yes,REGIONAL SCALE,50 TO HUNDREDS KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
427,17-161-3002,17161,IL-Rock Island,171613002,1,Illinois,Rock Island Arsenal (U.S. Army),"Davenport-Moline-Rock Island, IA-IL",ROCK ISLAND ARSENAL,32 RODMAN AVE.,WGS84,41.51472697,-90.51735026,10,171,2/8/01,9/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
428,17-163-0010,17163,IL-St. Clair,171630010,2,Illinois,East Saint Louis,"St. Louis, MO-IL",IEPA-RAPS TRAILER,13TH & TUDOR,WGS84,38.61203448,-90.16047663,10,125,1/1/79,9/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
429,17-167-0014,17167,IL-Sangamon,171670014,1,Illinois,Springfield,"Springfield, IL",Illinois Building State Fairgrounds,Illinois Building State Fairgrounds,WGS84,39.831522,-89.640926,3,6,4/1/11,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
430,17-197-1011,17197,IL-Will,171971011,1,Illinois,Braidwood,"Chicago-Naperville-Elgin, IL-IN-WI",COM ED TRAINING CENTER,36400 S. ESSEX RD.,WGS84,41.22153707,-88.19096718,10,181,4/1/95,9/30/24,Yes,REGIONAL SCALE,50 TO HUNDREDS KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
431,17-201-2001,17201,IL-Winnebago,172012001,1,Illinois,Loves Park,"Rockford, IL",MAPLE ELEMENTARY SCHOOL,1405 MAPLE AVE.,WGS84,42.33498222,-89.0377748,10,224,7/1/79,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Illinois Environmental Protection Agency,Ozone
432,18-003-0002,18003,IN-Allen,180030002,1,Indiana,Leo-Cedarville,"Fort Wayne, IN",Leo High School,"14600 AMSTUTZ RD., LEO HS",WGS84,41.2214176,-85.0168207,10,173.9,4/1/86,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Indiana Depart Of Environ Management/Office Of Air Quality,Ozone
433,18-003-0015,18003,IN-Allen,180030015,1,Indiana,Fort Wayne,"Fort Wayne, IN",Fort Wayne- Coliseum,Fort Wayne- Coliseum   707 N. Coliseum Blvd.,WGS84,41.08186406,-85.08831305,2,195.9,10/13/23,9/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,EVERY DAY,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Indiana Depart Of Environ Management/Office Of Air Quality,Ozone
434,18-005-0007,18005,IN-Bartholomew,180050007,1,Indiana,Hope,"Columbus, IN",Hope- Hauser Jr-Sr High School,"Hope-Hauser Jr-Sr High School, 9404 N. 775 E.",NAD83,39.294322,-85.76681648,10,199,6/1/13,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,Indiana Depart Of Environ Management/Office Of Air Quality,Ozone
435,18-011-0001,18011,IN-Boone,180110001,1,Indiana,,"Indianapolis-Carmel-Anderson, IN","Perry Worth ELEMENTRY SCHOOL, WEST OF WHITESTOWN","3900 E. 300 S, WHITESTOWN/ Perry Worth Elementary",NAD83,39.99773234,-86.39539441,19,264.264,4/1/00,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,Indiana Depart Of Environ Management/Office Of Air Quality,Ozone
436,18-013-0001,18013,IN-Brown,180130001,1,Indiana,,"Indianapolis-Carmel-Anderson, IN",Helmsburg,4831 Helmsburg Rd.- Helmsburg,WGS84,39.2639143,-86.2922691,10,176.44,5/14/14,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,Indiana Depart Of Environ Management/Office Of Air Quality,Ozone
437,18-015-0002,18015,IN-Carroll,180150002,1,Indiana,,"Lafayette-West Lafayette, IN",Flora-Flora Airport,481 S. 150 W. / FLORA AIRPORT,WGS84,40.54045463,-86.55303493,10,180.55,4/1/01,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,Indiana Depart Of Environ Management/Office Of Air Quality,Ozone
438,18-019-0008,18019,IN-Clark,180190008,1,Indiana,,"Louisville/Jefferson County, KY-IN",Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,12500 St. Rd. 62-Charlestown State Park/ Indiana Armory,NAD83,38.39382229,-85.66411754,9,186.551,5/1/07,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,Indiana Depart Of Environ Management/Office Of Air Quality,Ozone
439,18-035-0010,18035,IN-Delaware,180350010,1,Indiana,Albany,"Muncie, IN",Albany- Albany Elem. Sch.,700 W. STATE ST./ ALBANY ELEMENTARY,NAD83,40.30038495,-85.2458616,10,252.1,4/1/01,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,Indiana Depart Of Environ Management/Office Of Air Quality,Ozone
440,18-039-0007,18039,IN-Elkhart,180390007,1,Indiana,Bristol,"Elkhart-Goshen, IN",Bristol- Bristol Elem. Sch.,705 Indiana St../ Bristol Elementary,NAD83,41.716959,-85.824696,10,232,4/1/02,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,Indiana Depart Of Environ Management/Office Of Air Quality,Ozone
441,18-043-0008,18043,IN-Floyd,180430008,1,Indiana,New Albany,"Louisville/Jefferson County, KY-IN",,New Albany- 4H Road (site on Floyd County Fairgrounds),WGS84,38.317813,-85.833322,5,140.2,1/11/23,9/30/24,Yes,NEIGHBORHOOD,500 M TO 4KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,Indiana Depart Of Environ Management/Office Of Air Quality,Ozone
442,18-055-0001,18055,IN-Greene,180550001,1,Indiana,,"Bloomington, IN","Plummer, 2500 S. W- Citizens gas Plummer maintenance faciliy","2500 S. 275 W, PLUMMER",NAD83,38.98547693,-86.99041904,9,128.621,4/3/00,9/30/24,Yes,REGIONAL SCALE,50 TO HUNDREDS KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Indiana Depart Of Environ Management/Office Of Air Quality,Ozone
443,18-057-0006,18057,IN-Hamilton,180570006,1,Indiana,Noblesville,"Indianapolis-Carmel-Anderson, IN",Our Lady of Grace- Noblesville,Noblesville- 9900 E. 191st St.,WGS84,40.0682967,-85.9924507,2.08,210.3,5/14/10,8/31/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET,EQOA-0880-047,Yes,SLAMS,Indiana Depart Of Environ Management/Office Of Air Quality,Ozone
444,18-063-0004,18063,IN-Hendricks,180630004,1,Indiana,Avon,"Indianapolis-Carmel-Anderson, IN","AVON- 255 S. SR 267 (also 255 S. Avon Ave.) Avon, IN","Avon- 7203 E. US HIGHWAY 36, Avon Transportation Cntr.- 255 S. Avon Ave.(updated 2016)",NAD83,39.75870652,-86.39849989,4,202.882,4/1/00,9/30/24,Yes,URBAN SCALE,4 KM TO 50 KM,1 HOUR,,INSTRUMENTAL,ULTRA VIOLET ABSORPTION,EQOA-0992-087,Yes,SLAMS,Indiana Depart Of Environ Management/Office Of Air Quality,Ozone
